País,Año,N° de ley,Tipo,Extracto,Link,Fecha de sanción,¿Modifica otra ley?,¿Cuál?,¿Sigue vigente?,Fecha de derogación o modificación,¿Criminaliza la expresión?,¿Elimina criminalización?,¿Impone una sanción civil?,¿Elimina una sanción civil?,¿Impone barreras adicionales para la expresión?,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en Internet?,¿Apoyo de la sociedad civil?,¿Limita o promueve el discurso?,Objetivo legítimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,Objetivo legítimo (2),Objetivo legítimo (3),Análisis del test tripartito
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 194 ESTABLECE EL DELITO DE DIVULGACIÓN DE DOCUMENTOS RESERVADOS.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2009-03-05,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Moderación de Contenidos y responsabilidad de intermediarios,NO,SI,NO,NO,Regulación de medios,,"DADO QUE EL ARTÍCULO SE ENCUENTRA UBICADO EN EL TÍTULO DEL CÓIGO PENAL QUE PROHIBE LOS DELITOS CONTRA LA LIBERTAD INDIVIDUAL, EL ARTÍCULO NO SE REFIERE A LA DIVULGACIÓN DE DOCUMENTOS PÚBLICOS RESERVADOS, SINO A DOCUMENTOS PRIVADOS. SI BIEN EXISTE UNA NECESIDAD POR PROTEGER LAS COMUNICACIONES DE LOS CIUDADANOS, CASTIGAR LA DIVULGACIÓN DE DOCUMENTO ""QUE DEBAN PERMANECER EN RESERVA"", EN ESTOS TÉRMINOS TAN AMPLIOS, SN DEFINIR QUÉ CLASE DE DOCUMENTOS SON ESTOS, VULNERA EL PRINCIPIO DE LEGALIDAD."
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 201 ESTABLECE EL DELITO DE VIOLACIÓN A LA LIBERTAD RELIGIOSA.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Libertad de conciencia y de religión,,,,,Libertad de culto,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 202 ESTABLECE EL DELITO DE IMPEDIMENTO Y PERTURBACIÓN DE CEREMONIA RELIGIOSA. EL ARTÍCULO 203 ESTABLECE EL DELITO DE AGRAVIO A COSAS O SÍMBOLOS DESTINADOS AL CULTO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Libertad de conciencia y de religión,NO,SI,NO,NO,Libertad de culto,,"EL ARTÍCULO 202 PROHÍBE DE FORMA ABSOLUTA, SIN EXCEPCIONES, LA PERTURBACIÓN O IMPEDIMENTO EN CUALQUIER FORMA DE LA CELEBRACIÓN DE UNA CEREMONIA RELIGIOSA, INCLUSO SI FUERA, POR EJEMPLO, EN EJERCICIO DEL DERECHO A LA MANIFESTACIÓN. DE FORMA SIMILAR, EL ARTÍCULO 203 ESTABLECE UNA PROHIBICIÓN ABSOLUTA DE AGRAVIAR OBJETOS O SÍMBOLOS DESTINADOS AL CULTO. EN CONSECUENCIA, LAS NORMAS NO SATISFACEN LOS REQUISITOS DE LEGALIDAD Y PROPORCIONALIDAD."
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 218 ESTABLECE EL DELITO DE PORNOGRAFÍA CON MENORES DE EDAD.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2009-07-21,SI,NO,NO,NO,NO,SI,NO,NO,,Limita,Derechos de los niños,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL. EL TÍTULO V DEL LIBRO DOS ESTABLECE LOS DELITOS CONTRA EL HONOR. SE CONTEMPLAN LOS DELITOS DE INJURIA, CALUMNIA, INJURIA Y CALUMNIA INDIRECTASE INJURIAS POR VÍAS DE HECHO.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html=,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Honor y reputación,SI,NO,NO,NO,,,"SI BIEN ES NECESARIA LA PROTECCIÓN DE LA REPUTACIÓN Y EL HONOR, LA IMPOSICIÓN DE SANCIONES PENALES NO ES UNA SOLUCIÓN PROPORCIONADA. EXISTEN MEDIOS MENOS COSTOSOS PARA LOGRAR LA PROTECCIÓN DE LA REPUTACIÓN. EN COLOMBIA EXISTE LA POSIBILIDAD DE LA RECTIFICACIÓN (DERECHO PROTEGIDO CONSTITUCIONALMENTE EN EL MISMO ARTÍCULO QUE PROTEGE LA LIBERTAD DE EXPRESIÓN), DE LA ACCIÓN DE TUTELA E, INCLUSO, DE LAS ACCIONES CIVILES. SIENDO EL DERECHO PENAL EL DERECHO DE ÚLTIMA INSTANCIA (ULTIMA RATIO), SU APLICACIÓN EN ESTOS CASOS, EXISTIENDO ALTERNATIVAS PARA LA PROTECCIÓN DEL HONOR, RESULTA DESPROPORCIONADA. LA NORMA TAMPOCO CONTEMPLA EXCEPCIONES EN CASO DE EMITIRSE EXPRESIONES RELACIONADAS CON FUCNIONARIOS O ASUNTOS DE INTERÉS PÚBLICO."
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 145 ESTABLECE UN AGRAVANTE PARA EL DELITO DE EXTORSIÓN CUANDO SE COMETA CONTRA PERSONA INTERNACIONALMENTE PROTEGIDA.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,,,,Libertad de expresión,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 200 ESTABLECE EL DELITO DE VIOLACIÓN DE LOS DERECHOS DE REUNIÓN Y ASOCIACIÓN.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2011-06-24,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,,,,Libertad de reunión y asociación,,
Colombia,2000,599,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL. EL TÍTULO VIII ESTABLECE LOS DELITOS CONTRA LOS DERECHOS DE AUTOR. EL TÍTULO CONTEMPLA LOS DELITOS DE VIOLACIÓN DE LOS DERECHOS MORALES DE AUTOR, VIOLACIÓN DE LOS DERECHOS PATRIMONIALES DE AUTOR Y CONEXOS Y VIOLACIÓN A LOS MECANISMOS DE PROTECCIÓN Y OTRAS DEFRAUDACIONES.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2016-06-22,SI,NO,NO,NO,NO,SI,NO,NO,,Limita,Propiedad Intelectual,SI,SI,NO,NO,Derechos de autor,,"EN CUANTO A LOS DERECHOS MORALES, LA PROHIBICIÓN DE PUBLICAR OBRAS INÉDITAS Y LA PROHIBICIÓN DE TRANSFORMAR OBRAS SIN LA AUTORIZACIÓN DEL AUTOR SON ABSOLUTAS. EN CUANTO A LOS DERECHOS PATRIMONIALES, SIN AUTORIZACIÓN DEL AUTOR SE PROHÍBE LA REPRODUCCIÓN, EXHIBICIÓN O RETRANSMITACIÓN DE OBRAS PROTEGIDAS. NO SE ESTABLECEN EXCEPCIONES, SÓLO SE HACE REFERENCIA A LAS EXCEPCIONES ESTABLECIDAS EN LA LEY. SIN EMBARGO, LA ACTUAL LEGISLACIÓN DE DERECHOS DE AUTOR AÚN NO PREVÉE TODOS LOS ESCENARIOS DE EXCEPCIONES Y LIMITACIONES LEGÍTIMAS A LOS Derechos de autor. EN ESE SENTIDO, SI BIEN HAY NECESIDAD DE PROTEGER LOS DERECHOS DE AUTOR, SU LIMITACIÓN A LA LIBERTAD DE EXPRESIÓN ES DESPROPORCIONADA."
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 302 ESTABLECE EL DELITO DE PÁNICO ECONÓMICO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 306 ESTABLECE EL DELITO DE USURPACIÓN DE DERECHOS DE Propiedad intelectual,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2006-06-22,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Propiedad intelectual,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 347 ESTABLECE EL DELITO DE AMENAZAS.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2018-07-09,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 348 ESTABLECE EL DELITO DE INSTIGACIÓN A DELINQUIR Y EL ARTÍCULO 349 ESTABLECE EL DELITO DE INSTIGACIÓN A LA COMISIÓN DE DELITOS MILITARES.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 418 ESTABLECE EL DELITO DE REVELACIÓN DE SECRETO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,"ES IMPORTANTE SEÑALAR QUE, SI BIEN LA NORMA CUMPLE CON LOS REQUISITOS DEL TEST, SU APLICACIÓN PODRÍA SER ILEGÍTIMA EN LOS CASOS EN LOS QUE SE REVELA INFORMACIÓN RESERVADA O CLASIFICADA CUANDO TAL REVELACIÓN ESTÁ JUSTIFICADA DE ACUERDO CON LOS PRINCIPIOS DE UNA SOCIEDAD DEMOCRÁTICA, COMO EN CASOS DE WHISTLEBLOWERS."
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL CAPÍTULO I DEL TÍTULO XVI DEL LIBRO II ESTABLECE LOS DELITOS DE FALSAS IMPUTACIONES ANTE LAS AUTORIDADES.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 458 ESTABLECE EL DELITO DE INSTIGACIÓN A LA GUERRA.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,SI,2004-07-07,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,
Colombia,2000,599,Ley ordinaria,EXPIDE EL CÓDIGO PENAL. EL ARTÍCULO 461 ESTABLECE EL DELITO DE ULTRAJE A EMBLEMAS O SÍMBOLOS PATRIOS.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0599_2000.html,2000-07-24,SI,DECRETO-LEY 100 DE 1998,NO,2009-08-26,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,NO,NO,NO,Orden público/moral pública,,"EL DELITO PROHIBÍA EL ULTRAJE DE LA BANDERA, EL ESCUDO O EL HIMNO DE COLOMBIA. LA MEDIDA NO ES IDÓNEA PARA LA PROTECCIÓN DEL OBJETIVO QUE PERSIGUE. LA PROHIBICIÓN ES INNECESARIA Y NO RESPONDE A LOS PRINCIPIOS DE UNA SOCIEDAD DEMOCRÁTICA, DONDE SE DEBE PERMITIR EL AGRAVIO O LA OFENSA DE SÍMBOLOS PATRIOS. LA IMPOSICIÓN DE UNA SANCIÓN PENAL, ADEMÁS DE INNECESARIA, ES DESPROPORCIONADA. FUE DECLARADO INEXEQUIBLE POR LA CORTE CONSTITUCIONAL (SENTENCIA C-575 DE 2009)."
Guatemala,2000,DECRETO DEL CONGRESO NO. 57-2000,Ley ordinaria,LEY DE Propiedad intelectual,WWW.JURISPRUDENCIA.OJ.GOB.GT,2000-08-31,SI,"LEY DE PATENTES DE INVENCIÓN, MODELOS DE UTILIDAD, DIBUJOS Y DISEÑOS INDUSTRIALES, Y MODIFICA EL CÓDIGO PENAL Y EL PROCESAL PENAL",SI,2002; 2003; 2015; 2006 Y 2013,NO,NO,NO,NO,SI,NO,NO,NO,SI,Limita,Propiedad intelectual,SI,SI,SI,SI,,,
Perú,2000,Ley No. 27270,,"Incorpora un nuevo capítulo al Código Penal (Delitos contra la humanidad), cuyo único tipo penal es el de la discriminación. La norma en cuestión no especificó el modo o las conductas específicas como se podrían manifestar la discriminación.",http://spij.minjus.gob.pe/CLP/contenidos.dll/CLPlegcargen/coleccion00000.htm/tomo00433.htm/a%C3%B1o105897.htm/mes107923.htm/dia108602.htm/sector108603.htm/sumilla108604.htm,2000-05-29,SI,,SI,38938,SI,NO,NO,NO,SI,NO,NO,NO,SI,Limita,"Discriminación, violencia y discursos de odio",SI,NO,NO,NO,Discurso de odio,,
Perú,2000,Ley No. 27378,,"Establece beneficios por colaboración eficaz en el ámbito de la criminalidad organizada, y establece la reserva de la identidad y datos personales del colaborador.",http://spij.minjus.gob.pe/CLP/contenidos.dll/CLPperuhistorico/coleccion00000.htm/tomo00182.htm/a%C3%B1o32034.htm/mes32989.htm/dia33078.htm/sector33079.htm/sumilla33080.htm,2000-12-21,SI,,NO,18/12/2002 20/02/2003 19/06/2003 11/10/2003 16/01/2007 22/07/2007 22/06/2010 20/08/2014,NO,NO,NO,NO,NO,NO,NO,NO,,Limita,Privacidad y Derechos ARCO,SI,SI,SI,SI,Privacidad,,
Argentina,1999,25087,,Delitos contra la integridad sexual. Modificación. Sustitúyese el artículo 129 del Código Penal.,http://servicios.infoleg.gob.ar/infolegInternet/anexos/55000-59999/57556/norma.htm,1999-04-14,SI,,SI,,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,Derechos de los niños,SI,SI,SI,SI,,,
Brasil,1999,9.883/1999,Ley,Institui o Sistema Brasileiro de Inteligência e cria a Agência Brasileira de Inteligência,https://www.planalto.gov.br/ccivil_03/leis/l9883.htm,1999-12-07,NO,,SI,,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Seguridad nacional,SI,SI,NO,NO,,,"A lei tem o objetivo legítimo de proteger a segurança nacional. Contudo, ela impõe restrição excessiva ao acesso de informações sobre atividades e assuntos de inteligência cujo sigilo não é imprescindível à segurança da sociedade e do Estado (art. 9A)."
Chile,1999,Nº19.638,Mensaje,Ley que garantiza la libertad religiosa y de culto en los términos de la Constitución Política y establece normas sobre la constitución jurídica de iglesias y organizaciones religiosas,https://www.leychile.cl/Navegar?idNorma=145268,1999-01-10,NO,,SI,,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Libertad de conciencia y de religión,SI,SI,SI,SI,Libertad de culto,,
Chile,1999,Nº19.628,Moción parlamentaria,Ley que establece la protección de la vida privada y datos personales en registros o bancos de datos públicos o personales,https://www.leychile.cl/Navegar?idNorma=141599&buscar=19628,1999-08-18,NO,,SI,2012-02-17,NO,NO,SI,NO,NO,NO,NO,NO,NO,Limita,Privacidad y Derechos ARCO,SI,SI,NO,NO,Privacidad,Datos personales,"La versión original de esta ley, ha sido modificada en años posteriores para corregir particularmente la definición del tratamiento de datos o información sobre situación financiera de las personas (por la publicación y compra de boletines comerciales que acreditan situación de deudas, por ejemplo), o como predictores de riesgo financiero para la solicitud de préstamos. En los úlimos años hay 2 proyectos de ley, uno asociado al tratamiento del dato rut, por que este se encuentra libremente publicado en sitios web en especies de buscador rut, sin previa autorización de ciudadanos/as y por el error cometido por el Servicio Electoral - Servel, al publicar en su sitio web el aó 2013, una base de datos electoral que indicaba el nombre completo, rut, sexo y datos de votación de todas/os las/os chilenas/os habilitados para votar. También se tramita actualmente un nuevo proyecto de ley de datos personales. En años posteriores a la promulgación de la ley, se acumulan casos en jurisprudencia sobre reclamos y casos que han llegado a Corte de Apelaciones sobre la publicación o difusión de datos en relación a personas que están en procesos o causas en tribunales, la situación financiera de personas naturales o personas jurídicas en boletines comerciales. Si bien la Ley busca la Datos personales, desde su promulgación en Chile, la transacción de datos personales, particularmente del dato run o rut ha sido una práctica común por parte del comercio e incluso por parte de organismos públicos."
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 120 CASTIGA AL MILITAR QUE AMENACE A SUPERIORES O INFERIORES CON ATACARLOS.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Moral Pública,SI,SI,SI,SI,Orden público,,
Colombia,1999,522,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL MILITAR. EL CAPÍTULO III DEL TÍTULO CUARTO DEL LIBRO SEGUNDO ESTABLECE LOS DELITOS DE INJURA Y CALUMNIA, DIRECTAS E INDIRECTAS. EL CAPÍTULO TAMBIÉN CONTEMPLA UN EXIMENTE DE PUNIBILIDAD EN LOS CASOS EN LOS QUE SE PRUEBE QUE LO AFIRMADO ES CIERTO, SIN EMBARGO, NO SERÁ ADMITIDA LA PRUEBA DE LA VERDAD SI SE HA IMPUTADO UN DELITO Y EXISTE SENTENCIA ABSOLUTORIA O CESACIÓN DE PROCEDIMIENTO.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Honor y reputación,SI,SI,NO,NO,,,"SI BIEN ES NECESARIA LA PROTECCIÓN DE LA REPUTACIÓN Y EL HONOR, LA IMPOSICIÓN DE SANCIONES PENALES NO ES UNA SOLUCIÓN PROPORCIONADA. EXISTEN MEDIOS MENOS COSTOSOS PARA LOGRAR LA PROTECCIÓN DE LA REPUTACIÓN. EN COLOMBIA EXISTE LA POSIBILIDAD DE LA RECTIFICACIÓN (DERECHO PROTEGIDO CONSTITUCIONALMENTE EN EL MISMO ARTÍCULO QUE PROTEGE LA LIBERTAD DE EXPRESIÓN), DE LA ACCIÓN DE TUTELA E, INCLUSO, DE LAS ACCIONES CIVILES. SIENDO EL DERECHO PENAL EL DERECHO DE ÚLTIMA INSTANCIA (ULTIMA RATIO), SU APLICACIÓN EN ESTOS CASOS, EXISTIENDO ALTERNATIVAS PARA LA PROTECCIÓN DEL HONOR, RESULTA DESPROPORCIONADA. EN EL CASO DE ESTA DISPOSICIÓN, ADEMÁS, SE ESTARÍA HABLANDO DE EXPRESIONES RELACIONADAS CON FUNCIONARIOS Y ASUNTOS DE INTERÉS PÚBLICOS (FUERZAS MILITARES), CON LO CUAL LA PROTECCIÓN A LA LIBERTAD DE EXPRESIÓN ES REFORZADA. FINALMENTE, TAMBIÉN ES DESPROPORCIONADO INAPLICAR EL EXIMENTE DE RESPONSABILIDAD EN CASOS EN LOS QUE EXISTE SENTENCIA ABSOLUTORIA O CESACIÓN DE PROCEDIMIENTO CUANDO SE PUEDE PROBAR QUE LO DICHO ES CIERTO. LA CORTE CONSTITUCIONAL ESTUDIÓ UNA DISPOSICIÓN SIMILAR EN EL CÓDIGO PENAL Y LA DECLARÓ INCONSTITUCIONAL (SENTENCIA C-417 DE 2009)."
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. LOS ARTÍCULOS 148 Y 155 ESTABLECEN LOS DELITOS DE FALSA ALARMA Y GENERACIÓN DE PÁNICO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. LOS ARTÍCULOS 149 Y 150 ESTABLECEN LOS DELITOS DE REVELACIÓN DOLOSA Y CULPOSA DE SECRETOS.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,SI,NO,NO,NO,NO,NO,NO,NO,,Limita,Seguridad Nacional,SI,SI,SI,SI,,,"ES IMPORTANTE SEÑALAR QUE, SI BIEN LA NORMA CUMPLE CON LOS REQUISITOS DEL TEST, SU APLICACIÓN PODRÍA SER ILEGÍTIMA EN LOS CASOS EN LOS QUE SE REVELA INFORMACIÓN RESERVADA O CLASIFICADA CUANDO TAL REVELACIÓN ESTÁ JUSTIFICADA DE ACUERDO CON LOS PRINCIPIOS DE UNA SOCIEDAD DEMOCRÁTICA, COMO EN CASOS DE WHISTLEBLOWERS."
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 310 ESTABLECE QUE LA PARTE CIVIL EN UN PROCESO PENAL MILITAR NO PODRÁ ACCEDER A LOS DOCUMENTOS RESERVADOS O CLASIFICADOS DE LA FUERZA PÚBLICA QUE SE REQUIERAN EN EL PROCESO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Seguridad Nacional,SI,NO,NO,NO,,,"LA NORMA NO ES NECESARIA EN UNA SOCIEDAD DEMOCRÁTICA. POR EL CONTRARIO, ES NECESARIO PERMITIR EL ACCESO A LA PARTE CIVIL A LOS DOCUMENTOS RESERVADOS O CLASIFICADOS PARA GARANTIZAR SU DERECHO A ACCEDER A LA ADMINISTRACIÓN DE JUSTICIA Y EL DEBIDO PROCESO. FUE DECLARADA INCONSTITUCIONAL POR LA CORTE CONSTITUCIONAL DE COLOMBIA (SENTENCIA C-228 DE 2003)."
Colombia,1999,522,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 399 ESTABLECE LA RESERVA DE LA INVESTIGACIÓN, EXCEPTO PARA LOS FUNCIONARIOS QUE LA ADELANTEN, PERITOS Y PARTES EN EL PROCESO.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,"LA RESTRICCIÓN SERÁ PROPORCIONAL SIEMPRE Y CUANDO SE ENTIENDA QUE LA RESERVA NO ES INDEFINIDA EN EL TIEMPO PARA PERSONAS DISTINTAS DE LOS FUNCIONARIOS QUE LA ADELANTEN, LOS PERITOS Y LAS PARTES EN EL PROCESO. LA NORMA PUEDE INTERPRETARSE EN CONJUNTO CON EL ARTÍCULO 22 DE LA LEY 1712 DE 2014 (LEY DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA) QUE ESTABLECE QUE LA RESERVA DE LA INFORMACIÓN RELACIONADA CON INTERESES PÚBLICOS NO DEBERÁ EXTENDERSE POR UN PERIODO MAYOR A QUINCE AÑOS."
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 453 ESTABLECE LA RESERVA DE LAS DILIGENCIAS DE INDAGACIÓN PRELIMINAR HASTA TANTO SE POSESIONE EL DEFENSOR Y EL IMPUTADO HAYA DADO SU VERSIÓN.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,
Colombia,1999,522,Ley ordinaria,EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 461 ESTABLECE LA RESERVA DEL SUMARIO.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,
Colombia,1999,522,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 462 ESTABLECE LA PROHIBICIÓN A LOS FUNCIONARIOS DE EXPEDIR COPIAS DURANTE LA INVESTIGACIÓN DE LAS DILIGENCIAS PRACTICADAS, SALVO A AUTORIDADES JUDICIALES Y SUJETOS PROCESALES. IMPONE A LOS SUJETOS PROCESALES LA OBLIGACIÓN DE GUARDAR LA RESERVA SUMARIAL. EL ARTÍCULO 463 ESTABLECE SANCIONES DE MULTA Y SUSPENSIÓN PARA ESTOS CASOS.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,
Colombia,1999,522,Ley ordinaria,"EXPIDE EL CÓDIGO PENAL MILITAR. EL ARTÍCULO 476 ESTABLECE QUE EL JUEZ EN UN PROCESO PENAL MILITAR PODRÁ DECIDIR NO DAR A CONOCER A LAS PARTES LOS AUTOS QUE DISPONGAN ALLANAMIENTOS Y REGISTROS, RETENCIONES DE CORRESPONDENCIA O INTERCEPTACIÓN DE COMUNICACIONES NO SE DERÁN A CONOCER A LAS PARTES.",http://www.secretariasenado.gov.co/senado/basedoc/ley_0522_1999.html,1999-08-12,NO,,NO,2010-08-17,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Gobierno Digital,SI,SI,SI,SI,Administración de Justicia,,
Colombia,1999,528,Ley ordinaria,REGLAMENTA EL EJERCICIO DE LA PROFESIÓN DE FISIOTERAPIA. EL CAPÍTULO IV SE REFIERE A LA HISTORIA CLÍNICA Y EL SECRETO PROFESIONAL.,http://www.secretariasenado.gov.co/senado/basedoc/ley_0528_1999_pr001.html,1999-09-14,NO,,SI,,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Privacidad y Derechos ARCO,SI,SI,SI,SI,Privacidad,,
